number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_grow_policy,params_learning_rate,params_max_delta_step,params_max_depth,params_max_leaves,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
398,1.7531534712035257,2026-02-13 20:42:31.613806,2026-02-13 20:43:01.906506,0 days 00:00:30.292700,0.6499896507834373,511,9.544554019223547,lossguide,0.00570857473111991,10,7,368.0,0.19463380259916652,0.00011381612825907745,25.94483878872583,0.7989600827127588,COMPLETE
399,1.7590146695202062,2026-02-13 20:42:33.046906,2026-02-13 20:42:55.363086,0 days 00:00:22.316180,0.6501321973744437,497,9.992631260840811,lossguide,0.022786996576474074,10,7,396.0,0.19609391122818018,0.00010926807310157292,15.000021882127337,0.7966955894222195,PRUNED
400,1.7606896434158,2026-02-13 20:42:34.059107,2026-02-13 20:42:55.984360,0 days 00:00:21.925253,0.6468046561782348,497,9.989095238629336,lossguide,0.037009158308628914,10,7,396.0,0.2705870714368688,8.474059369189409e-05,14.957256422209538,0.7977726948121884,PRUNED
401,1.7547473065811685,2026-02-13 20:42:34.379813,2026-02-13 20:43:02.702857,0 days 00:00:28.323044,0.6463285772701253,502,9.938348683212215,lossguide,0.00570005286885324,10,7,368.0,0.1887172832964809,0.00010700816440777585,14.457943344737268,0.7859762399837005,COMPLETE
402,1.7545893206821768,2026-02-13 20:42:41.774262,2026-02-13 20:43:09.707881,0 days 00:00:27.933619,0.6631011164859647,512,9.93935875981744,lossguide,0.005703936291285736,10,7,366.0,0.15642440398984045,0.00011429936702038206,27.95738488719089,0.7864658461598217,COMPLETE
403,1.7547438733194953,2026-02-13 20:42:42.134819,2026-02-13 20:43:10.405025,0 days 00:00:28.270206,0.6674350847682575,493,9.99256226960678,lossguide,0.005643008035989399,10,7,347.0,0.282585172459194,0.00010829162393090597,24.988612297975326,0.7855072561568955,COMPLETE
404,1.7544169410388508,2026-02-13 20:42:48.055042,2026-02-13 20:43:15.928028,0 days 00:00:27.872986,0.6684499601598295,512,9.967126182593244,lossguide,0.005706533853607476,10,7,348.0,0.26956019064924464,0.00011473048201610518,14.89191434492282,0.787001948136123,COMPLETE
405,1.7541128318185772,2026-02-13 20:42:55.464242,2026-02-13 20:43:23.548999,0 days 00:00:28.084757,0.6728253999298016,497,9.58490291135909,lossguide,0.005681133563007466,10,7,348.0,0.2652111641887556,3.2493370990567214e-05,26.850309032452554,0.783547074160652,COMPLETE
406,1.7542400461573826,2026-02-13 20:42:56.123450,2026-02-13 20:43:24.919697,0 days 00:00:28.796247,0.6704280154607333,512,9.609756911586999,lossguide,0.005701723594500504,10,7,349.0,0.2657311444615727,3.507665849002686e-05,26.966573243665007,0.7867814495717689,COMPLETE
407,1.7546348272803012,2026-02-13 20:43:00.233879,2026-02-13 20:43:28.421239,0 days 00:00:28.187360,0.6662098507939107,519,9.59614085893362,lossguide,0.005754132720040114,10,7,370.0,0.27649061438093486,0.0002466312089029655,26.788683568701543,0.7857158928990555,COMPLETE
408,1.754240229875066,2026-02-13 20:43:01.979665,2026-02-13 20:43:29.863249,0 days 00:00:27.883584,0.6695840477768716,515,9.588182939826984,lossguide,0.005812718576964507,10,7,349.0,0.2662292719232114,0.0002837376576240139,25.366402765158963,0.7840926831337329,COMPLETE
409,1.754339327154204,2026-02-13 20:43:02.773173,2026-02-13 20:43:31.499711,0 days 00:00:28.726538,0.6643228383352541,517,9.609595623574194,lossguide,0.005809175009009691,10,7,363.0,0.26481330816768384,3.367367742426824e-05,25.97784747399281,0.7854308595980191,COMPLETE
410,1.7543515402823378,2026-02-13 20:43:09.822228,2026-02-13 20:43:39.304784,0 days 00:00:29.482556,0.6737022147428005,488,9.544942094764028,lossguide,0.005801095905675633,10,7,344.0,0.33007699062653134,0.00023750138287612513,25.065424140459726,0.784153518392343,COMPLETE
411,1.7530202432259283,2026-02-13 20:43:10.491990,2026-02-13 20:43:37.741760,0 days 00:00:27.249770,0.619675871626105,513,9.556991381270914,lossguide,0.005790174965730762,10,7,368.0,0.20527861844316467,0.0002480440755071572,26.639141985787997,0.8005461638717932,COMPLETE
412,1.7531072861679646,2026-02-13 20:43:16.014873,2026-02-13 20:43:42.921014,0 days 00:00:26.906141,0.6228814196049972,475,9.546727142007086,lossguide,0.005690179396817946,10,7,364.0,0.20809526023351815,0.00025075517132751453,26.19101650540456,0.8027941645486157,COMPLETE
413,1.7545855800311183,2026-02-13 20:43:23.640570,2026-02-13 20:43:51.773383,0 days 00:00:28.132813,0.6242764346014201,476,9.575632732256121,lossguide,0.005853767478153219,10,7,367.0,0.20640584275343088,5.97925679167067e-05,7.241204664899754,0.8021085850262194,COMPLETE
414,1.7538258321123752,2026-02-13 20:43:25.014353,2026-02-13 20:43:52.905727,0 days 00:00:27.891374,0.6199591892706361,472,9.501158512920016,lossguide,0.005744662455865089,10,7,367.0,0.3298294692148795,0.00022619919842099438,19.139597378382216,0.8035559708455893,COMPLETE
415,1.7530262375845378,2026-02-13 20:43:28.485586,2026-02-13 20:43:55.971951,0 days 00:00:27.486365,0.6242420465189688,471,9.623138046270403,lossguide,0.005806375949432985,10,7,363.0,0.21098002774669156,5.8691244383173784e-05,19.30327864779321,0.8019514610391522,COMPLETE
416,1.758375265110323,2026-02-13 20:43:29.940320,2026-02-13 20:43:57.676308,0 days 00:00:27.735988,0.6223467338437675,472,9.515752511947825,lossguide,0.005883297265321856,10,7,361.0,0.33580266637556877,5.454623615375864e-05,0.5746604571225882,0.8023147918080777,PRUNED
417,1.7583700692577249,2026-02-13 20:43:31.589950,2026-02-13 20:43:58.986445,0 days 00:00:27.396495,0.6221335985196943,471,9.510578587326636,lossguide,0.00590894326219349,10,7,373.0,0.20613259885373245,6.02078622921326e-05,0.4453962668803242,0.8028453135193374,PRUNED
418,1.7593175514442456,2026-02-13 20:43:37.806453,2026-02-13 20:44:04.694851,0 days 00:00:26.888398,0.6187939845185092,474,9.586451229327185,lossguide,0.0058328961914856075,10,7,374.0,0.20971341618216233,5.857522828332652e-05,0.017633887636308864,0.8005756580266676,PRUNED
419,1.759797250466521,2026-02-13 20:43:39.372302,2026-02-13 20:44:07.065380,0 days 00:00:27.693078,0.6227674520465161,477,9.756942845758557,lossguide,0.005969592574800702,10,7,365.0,0.2056471835955615,0.0006988013748477972,0.014175819232426471,0.798830395686759,PRUNED
420,1.7575462534214408,2026-02-13 20:43:42.990075,2026-02-13 20:44:09.743547,0 days 00:00:26.753472,0.6249354014665142,472,9.795657116786328,lossguide,0.0059704291612859926,10,7,372.0,0.22340365938344547,0.000597486438341586,1.278736642074707,0.8021962233377959,PRUNED
421,1.7541156269658584,2026-02-13 20:43:51.840479,2026-02-13 20:44:18.548256,0 days 00:00:26.707777,0.6208148200198422,449,9.785265198838372,lossguide,0.006057925340256233,10,7,375.0,0.2079936785906957,0.000683333639818904,18.534777995252174,0.8017704865777151,COMPLETE
422,1.7572544818318154,2026-02-13 20:43:52.986637,2026-02-13 20:44:19.102598,0 days 00:00:26.115961,0.62186311429038,445,9.798926867590392,lossguide,0.0059729679830999105,10,7,376.0,0.15816824517284608,0.000790332174929256,0.45621388683076075,0.8004698081738622,PRUNED
423,1.7537024257948692,2026-02-13 20:43:56.036045,2026-02-13 20:44:23.079754,0 days 00:00:27.043709,0.6206804988199827,449,9.819281464425535,lossguide,0.0061631430917424655,10,7,374.0,0.1553789520899775,5.189789050541026e-05,17.99165207443644,0.8027870638327091,COMPLETE
424,1.7537357554096147,2026-02-13 20:43:57.756081,2026-02-13 20:44:25.789015,0 days 00:00:28.032934,0.6206110427165246,457,9.816026358491785,lossguide,0.0060974606550574986,10,7,374.0,0.21470200426761515,0.0006212411586495438,18.157127288219552,0.8024224423349453,COMPLETE
425,1.753407645918422,2026-02-13 20:43:59.085001,2026-02-13 20:44:26.467285,0 days 00:00:27.382284,0.6173201589093652,448,9.816406499338637,lossguide,0.006085757926101869,9,7,378.0,0.16549946566595772,0.00016515620741301527,18.939539105454827,0.8015903441880754,COMPLETE
426,1.7535798951560295,2026-02-13 20:44:04.762624,2026-02-13 20:44:33.175272,0 days 00:00:28.412648,0.6399133393823105,449,9.784165673550616,lossguide,0.005595386212535273,9,7,324.0,0.15912324950655338,0.00015119000731732667,17.391571668538916,0.7653095512862353,COMPLETE
427,1.7554716240975,2026-02-13 20:44:07.134381,2026-02-13 20:44:29.199072,0 days 00:00:22.064691,0.6388894761595376,449,9.795944723045633,lossguide,0.016028363152227658,9,7,395.0,0.1592483298418206,0.00017907646623451033,17.870856855870983,0.8036703102159841,PRUNED
428,1.7535183223379436,2026-02-13 20:44:09.844828,2026-02-13 20:44:38.112230,0 days 00:00:28.267402,0.6416864938998476,448,9.815383844711414,lossguide,0.005528059361568384,9,7,326.0,0.1689566046903089,0.00015370609396648087,19.05778128205451,0.7623314705150336,COMPLETE
429,1.7529416514799934,2026-02-13 20:44:18.656734,2026-02-13 20:44:45.369347,0 days 00:00:26.712613,0.6415823670770724,452,9.832693545344654,lossguide,0.005567466387470311,9,7,391.0,0.15689298173262106,0.00014899468942721495,20.943108414004254,0.7627355424048846,COMPLETE
430,1.7539457521257424,2026-02-13 20:44:19.202085,2026-02-13 20:44:46.839428,0 days 00:00:27.637343,0.6389212876195159,350,9.800505398222226,lossguide,0.005581726893364715,9,7,393.0,0.1594096323405994,0.000157369542332812,20.58359720704339,0.7905699556058654,COMPLETE
431,1.7536626538013211,2026-02-13 20:44:23.158226,2026-02-13 20:44:52.182664,0 days 00:00:29.024438,0.6389948679896998,460,9.450022932851136,lossguide,0.005509505394931746,9,7,394.0,0.1594277252596056,0.00015265979669532864,20.269263307213784,0.7624056172729441,COMPLETE
432,1.7541644362133244,2026-02-13 20:44:25.886341,2026-02-13 20:44:54.729750,0 days 00:00:28.843409,0.6406339419158967,487,9.451927759272623,lossguide,0.005567655234360473,9,7,392.0,0.17194843041416738,0.00014766327912018806,21.219719503153794,0.7619015770306996,COMPLETE
433,1.7538364709796388,2026-02-13 20:44:26.539092,2026-02-13 20:44:54.599351,0 days 00:00:28.060259,0.6395255252181902,395,9.46120998938851,lossguide,0.005599845983930805,9,7,390.0,0.24025879479811912,0.000142716595810631,21.527834629066575,0.7907858938461366,COMPLETE
434,1.7551158866189358,2026-02-13 20:44:29.266698,2026-02-13 20:44:57.060406,0 days 00:00:27.793708,0.6397941720082146,355,9.501938230698409,lossguide,0.0055497133884887225,9,7,355.0,0.5344021651983739,0.00014386542679568215,21.543971137079637,0.7704015602848893,PRUNED
435,1.7539619428775721,2026-02-13 20:44:33.263551,2026-02-13 20:44:59.289494,0 days 00:00:26.025943,0.6422116486293623,485,9.43396534868416,lossguide,0.0055653066030831025,9,7,354.0,0.24229211647914772,3.6054629433261227e-05,21.890864171833968,0.7909042612790821,COMPLETE
436,1.754709171595026,2026-02-13 20:44:38.176791,2026-02-13 20:45:05.322156,0 days 00:00:27.145365,0.6575004235419207,388,9.465577747118456,lossguide,0.0052841671882115065,9,7,355.0,0.2437309988132443,3.763867348052241e-05,22.305329603554455,0.7875599176766644,COMPLETE
437,1.754137824003097,2026-02-13 20:44:45.461946,2026-02-13 20:45:12.528198,0 days 00:00:27.066252,0.6566234634277314,397,9.434739252229257,lossguide,0.005280155607350984,9,7,358.0,0.24296944728105777,0.0003307351468768696,20.96427126710547,0.7908428148771288,COMPLETE
438,1.7536418616936171,2026-02-13 20:44:46.894840,2026-02-13 20:45:15.044034,0 days 00:00:28.149194,0.6348119720130976,391,9.98759321033424,lossguide,0.005261346907952558,9,7,355.0,0.24184132898846555,3.917280635763934e-05,22.572222147505812,0.7742667452847091,COMPLETE
439,1.7554454779545643,2026-02-13 20:44:52.272267,2026-02-13 20:45:21.621255,0 days 00:00:29.348988,0.6584358453098196,395,9.455264499312937,lossguide,0.005288336400962725,9,7,356.0,0.2478849717491828,0.0002704158467573429,22.5035978789231,0.778080486386384,PRUNED
440,1.7600394840906313,2026-02-13 20:44:54.711482,2026-02-13 20:45:29.956185,0 days 00:00:35.244703,0.6298339081324139,485,9.964549785692734,lossguide,0.005287841908723151,9,7,354.0,0.23834656063790563,3.566562510877926e-05,22.363846724855325,0.5192512475893971,PRUNED
441,1.753790843442516,2026-02-13 20:44:54.827046,2026-02-13 20:45:24.739886,0 days 00:00:29.912840,0.6563982200838391,463,9.97259711801622,lossguide,0.005263066809696434,9,7,356.0,0.23313953130794482,3.520521759983592e-05,23.001573802161875,0.7752525276743908,COMPLETE
442,1.7554354893310469,2026-02-13 20:44:57.131390,2026-02-13 20:45:28.068105,0 days 00:00:30.936715,0.6585105893831487,462,9.962108631117802,lossguide,0.005226075150970067,9,7,354.0,0.23631015083086693,3.663301343317314e-05,22.310190585379328,0.6659477905125518,PRUNED
443,1.7537926120358165,2026-02-13 20:44:59.353195,2026-02-13 20:45:29.241828,0 days 00:00:29.888633,0.6594487262580871,465,9.98394292453826,lossguide,0.005239681174717513,9,7,357.0,0.18856107790305787,0.0002623825009689029,22.549212232014096,0.7747153452436703,COMPLETE
444,1.7583618437821555,2026-02-13 20:45:05.417680,2026-02-13 20:45:33.713233,0 days 00:00:28.295553,0.6297138183986486,462,9.932141972386283,lossguide,0.0053025251468881325,9,7,358.0,0.18783403467070145,0.0002907384082649213,0.2395208169258138,0.7765010943900987,PRUNED
445,1.7537687017248416,2026-02-13 20:45:12.628141,2026-02-13 20:45:42.584551,0 days 00:00:29.956410,0.6325720119591195,465,9.98602666807818,lossguide,0.005325685816379761,10,7,343.0,0.18633809832344359,6.916914106830377e-05,9.714812688776023,0.8095565824504084,COMPLETE
446,1.7544552188417815,2026-02-13 20:45:15.108901,2026-02-13 20:45:47.031048,0 days 00:00:31.922147,0.6298840448435622,464,9.643504077420713,lossguide,0.0052279662861620555,10,7,345.0,0.18907185630988388,7.063219860723324e-05,29.133907184279348,0.7809207456166986,COMPLETE
447,1.7538207833765118,2026-02-13 20:45:21.720779,2026-02-13 20:45:52.663105,0 days 00:00:30.942326,0.6339316196924366,462,9.974623601771999,lossguide,0.005003178217197579,10,7,342.0,0.18833332289624635,5.850650720448615e-05,9.37632987524626,0.8191432446258594,COMPLETE
448,1.7526464385445442,2026-02-13 20:45:24.841053,2026-02-13 20:45:55.812896,0 days 00:00:30.971843,0.6294630680309525,426,9.717011526121965,lossguide,0.005237468433963906,10,7,404.0,0.17918471045680034,6.697286698043137e-05,28.756204308193222,0.8101938065070532,COMPLETE
449,1.7528880815821795,2026-02-13 20:45:28.143717,2026-02-13 20:46:00.531878,0 days 00:00:32.388161,0.6275698614461941,426,9.67281339707918,lossguide,0.005262433983691495,10,8,341.0,0.184564810374139,7.070548436405174e-05,28.523830960243032,0.8086268600565175,COMPLETE
450,1.7528663020979345,2026-02-13 20:45:29.331182,2026-02-13 20:46:02.849718,0 days 00:00:33.518536,0.6283219717526548,425,9.697627251828413,lossguide,0.005229231192466595,10,8,344.0,0.18369936059217434,6.853793656795932e-05,15.495387434732013,0.8195128437244196,COMPLETE
451,1.7532462305007555,2026-02-13 20:45:30.059515,2026-02-13 20:46:02.299101,0 days 00:00:32.239586,0.6271904900896672,428,9.644018448418615,lossguide,0.005009081758621175,10,8,408.0,0.1866607926300896,7.031914314949206e-05,29.23649959625625,0.818848231122979,COMPLETE
452,1.7543562191464825,2026-02-13 20:45:33.820152,2026-02-13 20:46:02.969271,0 days 00:00:29.149119,0.6169907230635056,481,9.678779288548254,lossguide,0.0062325269973523495,10,8,404.0,0.18240687918718332,6.895751319782236e-05,28.666421094666884,0.8207823120424544,COMPLETE
453,1.7540712174399107,2026-02-13 20:45:42.678460,2026-02-13 20:46:10.912773,0 days 00:00:28.234313,0.6162414391843899,428,9.678367805599311,lossguide,0.006207807055163179,10,8,405.0,0.1494545945600957,6.814626857926e-05,29.961442204115833,0.8177428173775528,COMPLETE
454,1.7537891286850584,2026-02-13 20:45:47.122006,2026-02-13 20:46:13.834796,0 days 00:00:26.712790,0.6172567601589912,429,9.725693832551496,lossguide,0.006197157724521192,10,8,381.0,0.30851929179401794,6.931086883732382e-05,14.981217164048672,0.8205247010808847,COMPLETE
455,1.7542741277857254,2026-02-13 20:45:52.728902,2026-02-13 20:46:17.501373,0 days 00:00:24.772471,0.6154552342847309,427,9.669607304973015,lossguide,0.006218039291480855,10,8,388.0,0.15247303402641182,9.200380783813582e-05,15.613699843413889,0.8088064427939696,COMPLETE
456,1.7540718274562246,2026-02-13 20:45:55.883026,2026-02-13 20:46:21.629192,0 days 00:00:25.746166,0.6169680293123082,430,9.682720956777546,lossguide,0.006213531942102135,10,8,383.0,0.145397249091548,9.40678822689835e-05,14.931678705720143,0.8198593664908508,COMPLETE
457,1.7536560258592857,2026-02-13 20:46:00.595952,2026-02-13 20:46:29.805728,0 days 00:00:29.209776,0.6459143567042454,433,9.679190718900037,lossguide,0.005186357686901804,10,8,403.0,0.14567757054405528,8.61100737953042e-05,28.88337853161299,0.8180285236667558,COMPLETE
458,1.7525575686688941,2026-02-13 20:46:02.362238,2026-02-13 20:46:28.890233,0 days 00:00:26.527995,0.6146351621972855,427,9.7064824729719,lossguide,0.005588753207847918,10,8,431.0,0.14674330906042524,8.639076493604088e-05,15.583366274744236,0.8195840456352992,COMPLETE
459,1.7589114327591777,2026-02-13 20:46:02.939002,2026-02-13 20:46:28.648549,0 days 00:00:25.709547,0.6475422812054104,431,9.700994284350603,lossguide,0.006242125935655989,10,8,433.0,0.15344685674065206,0.00010594395160730524,0.12309405652757573,0.8216787638211752,PRUNED
460,1.7532982068904108,2026-02-13 20:46:03.070605,2026-02-13 20:46:30.730687,0 days 00:00:27.660082,0.647585840530655,425,9.745684763997877,lossguide,0.0057747002993863965,10,8,433.0,0.14915492340973338,9.916005916314001e-05,15.703430149191545,0.8092545138704045,COMPLETE
461,1.7535310590481827,2026-02-13 20:46:10.976374,2026-02-13 20:46:38.155771,0 days 00:00:27.179397,0.6482847018667192,446,9.683135950430731,lossguide,0.005714598957799071,10,8,321.0,0.29957266552881906,0.02121049838755271,15.155056919023579,0.7927735762947458,COMPLETE
462,1.753579437229397,2026-02-13 20:46:13.913239,2026-02-13 20:46:41.278739,0 days 00:00:27.365500,0.6453869039638679,441,9.736629768131841,lossguide,0.005692969743120101,10,8,322.0,0.1537408435994543,9.368806690271425e-05,14.111193002153517,0.7918829973075998,COMPLETE
463,1.7613861796824966,2026-02-13 20:46:17.565343,2026-02-13 20:46:50.609376,0 days 00:00:33.044033,0.646476602108628,442,5.868862998695006,lossguide,0.005772840623793089,10,8,331.0,0.2100956178526145,0.00010193212344876781,13.0191285130343,0.7924017475563357,PRUNED
464,1.7533607244217775,2026-02-13 20:46:21.718909,2026-02-13 20:46:49.433154,0 days 00:00:27.714245,0.6473495067162117,446,9.735010139009432,lossguide,0.005720821412992196,10,8,432.0,1.016110494130348,0.00010062720033172815,13.044722578059876,0.7916799463263803,COMPLETE
465,1.7530670529170806,2026-02-13 20:46:28.759249,2026-02-13 20:46:57.278789,0 days 00:00:28.519540,0.6479589534056311,446,9.75189727066875,lossguide,0.005731437161409776,10,8,322.0,0.21154623720236654,0.00011070097979302434,16.54323350699658,0.791617222189982,COMPLETE
466,1.753937201188049,2026-02-13 20:46:29.028137,2026-02-13 20:46:57.561437,0 days 00:00:28.533300,0.6467236184779828,443,9.366032912618628,lossguide,0.005576376752619399,10,8,325.0,0.3928368454200428,0.00012037708044070609,12.984425976877358,0.7919375018770282,COMPLETE
467,1.7534744702231821,2026-02-13 20:46:29.879564,2026-02-13 20:46:59.220639,0 days 00:00:29.341075,0.6474902541562718,445,9.392727801127416,lossguide,0.005584669120713508,10,8,426.0,0.16689883040771566,0.00011736161354859263,13.097623808959789,0.7912126765281693,COMPLETE
468,1.7595379488390055,2026-02-13 20:46:30.797096,2026-02-13 20:46:51.419985,0 days 00:00:20.622889,0.6305794359259193,454,9.338510753856056,lossguide,0.024164778197720123,10,8,325.0,0.1656001590317721,0.00021756507191275529,12.66190391558761,0.7923798438139532,PRUNED
469,1.7540027686483763,2026-02-13 20:46:38.246278,2026-02-13 20:47:05.515250,0 days 00:00:27.268972,0.6299330753912032,446,9.374400168609611,lossguide,0.0055243839187409105,10,8,326.0,0.16987256568288192,0.00012290994112139413,11.951769921879315,0.7924148563502853,COMPLETE
470,1.7532892645193459,2026-02-13 20:46:41.378401,2026-02-13 20:47:10.011112,0 days 00:00:28.632711,0.6278627226671224,450,9.823998686348313,lossguide,0.005000624674090843,10,8,330.0,0.21445046536597184,0.0002029725167809281,11.285235923721528,0.8103833575259907,COMPLETE
471,1.7584244423334354,2026-02-13 20:46:49.510763,2026-02-13 20:47:18.912125,0 days 00:00:29.401362,0.6328120166271783,451,9.355663085990988,lossguide,0.005495769562024162,10,8,331.0,0.20794292391264388,0.00040176444401429477,0.08609990142180532,0.807767058561547,PRUNED
472,1.7596697313616085,2026-02-13 20:46:50.691983,2026-02-13 20:47:13.567072,0 days 00:00:22.875089,0.6317033307381985,455,9.328357158430366,lossguide,0.024460098911327333,10,8,381.0,0.16964340873060016,0.0001832762843965079,11.326898448652917,0.8094663227462524,PRUNED
473,1.7526967272852403,2026-02-13 20:46:51.502549,2026-02-13 20:47:21.260389,0 days 00:00:29.757840,0.6315138511277709,453,9.989794295490265,lossguide,0.0050023604614699855,10,8,336.0,0.39010548366742953,2.4544735534542565e-05,17.828387063300713,0.8093230318451391,COMPLETE
474,1.753039709177751,2026-02-13 20:46:57.355577,2026-02-13 20:47:27.207103,0 days 00:00:29.851526,0.6322199738365979,405,9.33160457715611,lossguide,0.005308977449562286,10,8,336.0,0.17454971661428276,5.068798782864413e-05,29.845487659305334,0.8079905938688587,COMPLETE
475,1.7536900058042968,2026-02-13 20:46:57.639375,2026-02-13 20:47:28.549025,0 days 00:00:30.909650,0.6816866302803035,408,9.999488259246874,lossguide,0.0050154604257380015,10,8,339.0,0.17373309906258666,4.959748378044946e-05,28.79520436580533,0.8086622598239861,COMPLETE
476,1.7558383749618882,2026-02-13 20:46:59.314176,2026-02-13 20:47:27.446398,0 days 00:00:28.132222,0.631998589852565,487,9.863738831539278,lossguide,0.005025470813384489,10,8,338.0,0.17217674188355292,5.106502699695953e-05,1.5200686302323911,0.8087374628078242,PRUNED
477,1.7527049620306723,2026-02-13 20:47:05.582910,2026-02-13 20:47:34.347290,0 days 00:00:28.764380,0.634172582076512,406,9.855354089729307,lossguide,0.005258626544575655,10,8,379.0,0.21299690550826683,5.01818886997046e-05,28.942598378059422,0.8096447417160741,COMPLETE
478,1.7527740696490661,2026-02-13 20:47:10.076540,2026-02-13 20:47:37.732142,0 days 00:00:27.655602,0.63553073332913,407,9.888538566846492,lossguide,0.005275471542004331,9,8,340.0,0.17083340920941179,0.00043677246509046157,28.81837947883775,0.8091977793164183,COMPLETE
479,1.753475667840451,2026-02-13 20:47:13.634873,2026-02-13 20:47:41.198002,0 days 00:00:27.563129,0.6344415462252221,408,9.982615682362736,lossguide,0.005253290876906814,9,8,375.0,0.19774857003515312,0.00040886470779087636,29.285568147961204,0.8121997888260476,COMPLETE
480,1.752792781785022,2026-02-13 20:47:18.995444,2026-02-13 20:47:45.518977,0 days 00:00:26.523533,0.6374040793972363,483,9.992161590961999,lossguide,0.005229051334009245,9,8,341.0,0.19101452205519293,5.635853454609961e-05,28.29295273593859,0.8075531717607047,COMPLETE
481,1.7534446284208616,2026-02-13 20:47:21.328421,2026-02-13 20:47:47.771143,0 days 00:00:26.442722,0.6582460097336483,411,9.962320670882677,lossguide,0.005243609592650169,9,8,340.0,0.2937083913624075,4.836254526180292e-05,17.863231836869147,0.8191059890170722,COMPLETE
482,1.7528865245697511,2026-02-13 20:47:27.275207,2026-02-13 20:47:51.412821,0 days 00:00:24.137614,0.6374945488117945,421,9.988914178488889,lossguide,0.005239223216386767,9,8,345.0,0.35602204322115244,2.1828361559433914e-05,18.091038333258407,0.821642651204315,COMPLETE
483,1.7531475264088543,2026-02-13 20:47:27.586575,2026-02-13 20:47:54.213847,0 days 00:00:26.627272,0.6560905944906091,421,9.999984300190082,lossguide,0.005259446293517373,9,8,292.0,0.37122849806478675,2.4642169002241254e-05,18.782182671182106,0.8216381810699378,COMPLETE
484,1.7698907648142306,2026-02-13 20:47:28.614944,2026-02-13 20:48:12.709692,0 days 00:00:44.094748,0.6392325938121943,421,3.5394443700433023,lossguide,0.0052181253266157775,9,8,348.0,0.28867098049039885,2.5367821719017333e-05,18.464240190996954,0.8233752141862335,PRUNED
485,1.7525262944991673,2026-02-13 20:47:34.436628,2026-02-13 20:48:01.382829,0 days 00:00:26.946201,0.6577405711095826,418,9.981789273186287,lossguide,0.005241420037426466,10,8,346.0,0.2789332911328937,2.775316773252569e-05,17.540656721990423,0.8205563868010618,COMPLETE
486,1.752735528768745,2026-02-13 20:47:37.806544,2026-02-13 20:48:04.238585,0 days 00:00:26.432041,0.636848704926591,420,9.991572502482374,lossguide,0.00532228746764157,9,8,344.0,0.29625968398390606,2.5367463810801017e-05,17.66323414655102,0.8210485363563982,COMPLETE
487,1.7529566429890933,2026-02-13 20:47:41.264860,2026-02-13 20:48:08.754780,0 days 00:00:27.489920,0.6594733673732269,423,9.825764131555419,lossguide,0.005240825582584032,9,8,344.0,0.2792890015581055,2.3412977794763948e-05,17.5282006138556,0.8223740706712738,COMPLETE
488,1.752793028663512,2026-02-13 20:47:45.584979,2026-02-13 20:48:10.405768,0 days 00:00:24.820789,0.6161882645975185,421,9.991479221797341,lossguide,0.0051993697677990775,9,8,341.0,0.2936342092269581,2.3772053026586115e-05,17.887797725248667,0.8229435584867946,COMPLETE
489,1.7529374567861273,2026-02-13 20:47:47.837982,2026-02-13 20:48:13.294609,0 days 00:00:25.456627,0.6231810797972823,372,9.82565920683544,lossguide,0.005003593075426201,9,8,288.0,0.22577731308371798,1.8143840962398933e-05,30.582023725541124,0.8199526724915821,COMPLETE
490,1.7531720939830513,2026-02-13 20:47:51.465159,2026-02-13 20:48:16.863437,0 days 00:00:25.398278,0.6388784010234891,480,9.994855216488341,lossguide,0.005202925352751869,9,8,348.0,0.42375135494934013,2.856301513117884e-05,17.804234134449445,0.8149341950437116,COMPLETE
491,1.752342942131199,2026-02-13 20:47:54.303999,2026-02-13 20:48:21.040901,0 days 00:00:26.736902,0.6377422970445584,478,9.803974243394826,lossguide,0.005172278577626483,9,8,307.0,0.29532294919094076,2.4071860507489195e-05,17.200777079466764,0.8215126948776404,COMPLETE
492,1.7525287213287553,2026-02-13 20:48:01.474369,2026-02-13 20:48:28.418547,0 days 00:00:26.944178,0.6378768936074177,481,9.789299340852873,lossguide,0.005042488432629506,9,8,350.0,0.32404935073542057,1.8738650372895976e-05,23.518225422074167,0.8207950268656075,COMPLETE
493,1.7561856451302893,2026-02-13 20:48:04.327907,2026-02-13 20:48:31.283654,0 days 00:00:26.955747,0.6367878814837045,378,9.82569154974739,lossguide,0.005055772934041503,9,8,22.0,0.2921042470786413,0.001212944010183828,16.728549606420362,0.8191958455887697,PRUNED
494,1.8055857818794707,2026-02-13 20:48:08.821071,2026-02-13 20:49:43.452703,0 days 00:01:34.631632,0.6417986514915929,489,1.0223088164668837,lossguide,0.0050148168508339355,9,8,314.0,0.4525229488418808,0.0017041561094451908,23.564352695382723,0.8177614558477977,PRUNED
495,1.7533848204082951,2026-02-13 20:48:10.480864,2026-02-13 20:48:39.801384,0 days 00:00:29.320520,0.6147270084019799,381,9.84032012165703,lossguide,0.00512845783962106,9,8,268.0,0.3121795711138696,1.5579501388071135e-05,23.630376644456693,0.8252220637999521,COMPLETE
